;Substance;code;primary_code;Lvl4;Lvl3;Lvl2;Lvl1;Class1;Class2;Class3;Class4
555;naloxone;V03AB15;A06AH04;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
1487;protamine;V03AB14;V03AB14;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
6733;obidoxime;V03AB13;V03AB13;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
4561;dimercaprol;V03AB09;V03AB09;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
3697;sodium nitrite;V03AB08;V03AB08;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
2214;sodium thiosulfate;V03AB06;V03AB06;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
3746;pralidoxime;V03AB04;V03AB04;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
2682;edetic acid;V03AB03;V03AB03;V03AB;V03A;V03;V;Various;All other products;All other therapeutics;Antidotes
3059;allergens, animals;V01AA11;V01AA11;V01AA;V01A;V01;V;Various;Allergens;Allergens;Allergen extracts
3935;allergens, insects;V01AA07;V01AA07;V01AA;V01A;V01;V;Various;Allergens;Allergens;Allergen extracts
2474;yeast;V01AA04;V01AA04;V01AA;V01A;V01;V;Various;Allergens;Allergens;Allergen extracts
2050;allergens, house dust & mite;V01AA03;V01AA03;V01AA;V01A;V01;V;Various;Allergens;Allergens;Allergen extracts
2257;allergens, unspecified;V01AA;V01AA;V01AA;V01A;V01;V;Various;Allergens;Allergens;Allergen extracts
581;betamethasone;S03BA03;H02AB01;S03BA;S03B;S03;S;Sensory;Ophtalmologicals;Corticosteroids;Corticosteroids
40;prednisolone;S03BA02;H02AB06;S03BA;S03B;S03;S;Sensory;Ophtalmologicals;Corticosteroids;Corticosteroids
22;dexamethasone;S03BA01;H02AB02;S03BA;S03B;S03;S;Sensory;Ophtalmologicals;Corticosteroids;Corticosteroids
1389;chloramphenicol;S03AA08;J01BA01;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
169;ciprofloxacin;S03AA07;J01MA02;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
618;gentamicin;S03AA06;J01GB03;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
3096;hexamidine;S03AA05;R01AX07;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
754;chlorhexidine;S03AA04;R02AA05;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
1821;polymyxin b;S03AA03;J01XB02;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
1259;tetracycline;S03AA02;J01AA07;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
1547;neomycin;S03AA01;J01GB05;S03AA;S03A;S03;S;Sensory;Ophtalmologicals;Antiinfectives;Antiinfectives
2669;cinchocaine;S02DA04;N01BB06;S02DA;S02D;S02;S;Sensory;Otologicals;Other otologicals;Analgesics and anesthetics
3274;phenazone;S02DA03;N02BB01;S02DA;S02D;S02;S;Sensory;Otologicals;Other otologicals;Analgesics and anesthetics
651;cocaine;S02DA02;N01BC01;S02DA;S02D;S02;S;Sensory;Otologicals;Other otologicals;Analgesics and anesthetics
262;lidocaine;S02DA01;N01BB02;S02DA;S02D;S02;S;Sensory;Otologicals;Other otologicals;Analgesics and anesthetics
1414;fluocinolone;S02BA08;C05AA10;S02BA;S02B;S02;S;Sensory;Otologicals;Corticosteroids;Corticosteroids
580;betamethasone;S02BA07;H02AB01;S02BA;S02B;S02;S;Sensory;Otologicals;Corticosteroids;Corticosteroids
21;dexamethasone;S02BA06;H02AB02;S02BA;S02B;S02;S;Sensory;Otologicals;Corticosteroids;Corticosteroids
39;prednisolone;S02BA03;H02AB06;S02BA;S02B;S02;S;Sensory;Otologicals;Corticosteroids;Corticosteroids
193;hydrocortisone;S02BA01;H02AB09;S02BA;S02B;S02;S;Sensory;Otologicals;Corticosteroids;Corticosteroids
3556;cefmenoxime;S02AA18;J01DD05;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
1437;fosfomycin;S02AA17;J01XX01;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
848;ofloxacin;S02AA16;J01MA01;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
168;ciprofloxacin;S02AA15;J01MA02;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
617;gentamicin;S02AA14;J01GB03;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
1079;miconazole;S02AA13;J02AB01;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
2970;rifamycin;S02AA12;J04AB03;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
1820;polymyxin b;S02AA11;J01XB02;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
2376;acetic acid;S02AA10;G01AD02;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
753;chlorhexidine;S02AA09;R02AA05;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
1258;tetracycline;S02AA08;J01AA07;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
1546;neomycin;S02AA07;J01GB05;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
2118;hydrogen peroxide;S02AA06;D08AX01;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
3348;clioquinol;S02AA05;P01AA02;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
5188;aluminium acetotartrate;S02AA04;S02AA04;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
2204;boric acid;S02AA03;S02AA03;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
3500;nitrofural;S02AA02;P01CC02;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
1388;chloramphenicol;S02AA01;J01BA01;S02AA;S02A;S02;S;Sensory;Otologicals;Antiinfectives;Antiinfectives
283;varenicline;S01XA28;N07BA03;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2560;voretigene neparvovec;S01XA27;S01XA27;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
857;lifitegrast;S01XA25;S01XA25;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
1154;cenegermin;S01XA24;S01XA24;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
531;sirolimus;S01XA23;L01EG04;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2173;ocriplasmin;S01XA22;S01XA22;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
1894;mercaptamine;S01XA21;A16AA04;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
1158;artificial tears;S01XA20;S01XA20;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
151;ciclosporin;S01XA18;L04AD01;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2025;low molecular weight heparin;S01XA14;B01AB01;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
353;heparin;S01XA14;C05BA03;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
712;alteplase;S01XA13;B01AD02;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
663;vitamin b5;S01XA12;A11HA30;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2370;dexpanthenol;S01XA12;D03AX03;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2765;nandrolone;S01XA11;A14AB01;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2861;inosine;S01XA10;G01AX02;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
731;acetylcysteine;S01XA08;R05CB01;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
3422;ethylmorphine;S01XA06;R05DA01;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
1900;guaiazulene;S01XA01;S01XA01;S01XA;S01X;S01;S;Sensory;Ophtalmologicals;Other ophtalmologicals;Other ophthalmologicals
2815;faricimab;S01LA09;S01LA09;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
144;bevacizumab;S01LA08;L01FG01;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
1172;brolucizumab;S01LA06;S01LA06;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
401;aflibercept;S01LA05;L01XX44;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
463;ranibizumab;S01LA04;S01LA04;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
2347;pegaptanib;S01LA03;S01LA03;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
5984;anecortave;S01LA02;S01LA02;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
1578;verteporfin;S01LA01;S01LA01;S01LA;S01L;S01;S;Sensory;Ophtalmologicals;Ocular vascular agents;Antineovascularisation agents
3454;trypan blue;S01KX02;S01KX02;S01KX;S01K;S01;S;Sensory;Ophtalmologicals;Surgical aids;Other surgical aids
3322;chymotrypsin;S01KX01;B06AA04;S01KX;S01K;S01;S;Sensory;Ophtalmologicals;Surgical aids;Other surgical aids
1153;hypromellose;S01KA02;S01KA02;S01KA;S01K;S01;S;Sensory;Ophtalmologicals;Surgical aids;Viscoelastic substances
1277;hyaluronic acid;S01KA01;M09AX01;S01KA;S01K;S01;S;Sensory;Ophtalmologicals;Surgical aids;Viscoelastic substances
2390;fluorescein;S01JA01;S01JA01;S01JA;S01J;S01;S;Sensory;Ophtalmologicals;Diagnostic agents;Colouring agents
261;lidocaine;S01HA07;N01BB02;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
2668;cinchocaine;S01HA06;N01BB06;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
2459;procaine;S01HA05;N01BA02;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
2399;proxymetacaine;S01HA04;S01HA04;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
2212;tetracaine;S01HA03;N01BA03;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
2992;oxybuprocaine;S01HA02;D04AB03;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
650;cocaine;S01HA01;N01BC01;S01HA;S01H;S01;S;Sensory;Ophtalmologicals;Local anesthetics;Local anesthetics
1170;bilastine;S01GX13;R06AX29;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
115;cetirizine;S01GX12;R06AE07;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
2172;alcaftadine;S01GX11;S01GX11;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
1381;epinastine;S01GX10;R06AX24;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
673;olopatadine;S01GX09;R01AC08;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
1104;ketotifen;S01GX08;R06AX17;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
764;azelastine;S01GX07;R01AC03;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
3717;emedastine;S01GX06;S01GX06;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
3995;lodoxamide;S01GX05;S01GX05;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
2980;nedocromil;S01GX04;R01AC07;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
4201;spaglumic acid;S01GX03;R01AC05;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
2356;levocabastine;S01GX02;R01AC02;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
1193;cromoglicic acid;S01GX01;R01AC01;S01GX;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Other antiallergics
703;brimonidine;S01GA07;D11AX21;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
4828;oxedrine;S01GA06;C01CA08;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
1219;phenylephrine;S01GA05;C01CA06;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
1443;oxymetazoline;S01GA04;R01AA05;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
1966;xylometazoline;S01GA03;R01AA07;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
1734;tetryzoline;S01GA02;R01AA06;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
1573;naphazoline;S01GA01;R01AA08;S01GA;S01G;S01;S;Sensory;Ophtalmologicals;Decongestants;Sympathomimetics used as decongestants
6151;ibopamine;S01FB03;C01CA16;S01FB;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Sympathomimetics excl. antiglaucoma preparations
1472;ephedrine;S01FB02;C01CA26;S01FB;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Sympathomimetics excl. antiglaucoma preparations
1218;phenylephrine;S01FB01;C01CA06;S01FB;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Sympathomimetics excl. antiglaucoma preparations
1596;tropicamide;S01FA06;S01FA06;S01FA;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Anticholinergics
2094;homatropine;S01FA05;S01FA05;S01FA;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Anticholinergics
2029;cyclopentolate;S01FA04;S01FA04;S01FA;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Anticholinergics
4667;methylscopolamine;S01FA03;A03BB03;S01FA;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Anticholinergics
997;scopolamine;S01FA02;N05CM05;S01FA;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Anticholinergics
807;atropine;S01FA01;A03BA01;S01FA;S01F;S01;S;Sensory;Ophtalmologicals;Mydriatics;Anticholinergics
3199;ripasudil;S01EX07;S01EX07;S01EX;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Other antiglaucoma preparations
1947;netarsudil;S01EX05;S01EX05;S01EX;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Other antiglaucoma preparations
4871;dapiprazole;S01EX02;S01EX02;S01EX;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Other antiglaucoma preparations
4610;guanethidine;S01EX01;C02CC02;S01EX;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Other antiglaucoma preparations
2382;latanoprostene bunod;S01EE06;S01EE06;S01EE;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Prostaglandin analogues
1580;tafluprost;S01EE05;S01EE05;S01EE;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Prostaglandin analogues
803;travoprost;S01EE04;S01EE04;S01EE;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Prostaglandin analogues
626;bimatoprost;S01EE03;S01EE03;S01EE;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Prostaglandin analogues
3368;unoprostone;S01EE02;S01EE02;S01EE;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Prostaglandin analogues
358;latanoprost;S01EE01;S01EE01;S01EE;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Prostaglandin analogues
6456;befunolol;S01ED06;S01ED06;S01ED;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Beta blocking agents
2100;carteolol;S01ED05;C07AA15;S01ED;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Beta blocking agents
3668;metipranolol;S01ED04;S01ED04;S01ED;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Beta blocking agents
2449;levobunolol;S01ED03;S01ED03;S01ED;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Beta blocking agents
1738;betaxolol;S01ED02;C07AB05;S01ED;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Beta blocking agents
684;timolol;S01ED01;C07AA06;S01ED;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Beta blocking agents
2420;methazolamide;S01EC05;S01EC05;S01EC;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Carbonic anhydrase inhibitors
1054;brinzolamide;S01EC04;S01EC04;S01EC;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Carbonic anhydrase inhibitors
979;dorzolamide;S01EC03;S01EC03;S01EC;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Carbonic anhydrase inhibitors
1567;diclofenamide;S01EC02;S01EC02;S01EC;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Carbonic anhydrase inhibitors
900;acetazolamide;S01EC01;S01EC01;S01EC;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Carbonic anhydrase inhibitors
5632;paraoxon;S01EB10;S01EB10;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
3034;acetylcholine;S01EB09;S01EB09;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
5463;aceclidine;S01EB08;S01EB08;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
1792;neostigmine;S01EB06;N07AA01;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
3111;physostigmine;S01EB05;S01EB05;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
6563;demecarium;S01EB04;S01EB04;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
2882;ecothiopate;S01EB03;S01EB03;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
3186;carbachol;S01EB02;N07AB01;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
1246;pilocarpine;S01EB01;N07AX01;S01EB;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Parasympathomimetics
702;brimonidine;S01EA05;D11AX21;S01EA;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Sympathomimetics in glaucoma therapy
304;clonidine;S01EA04;N02CX02;S01EA;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Sympathomimetics in glaucoma therapy
2776;apraclonidine;S01EA03;S01EA03;S01EA;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Sympathomimetics in glaucoma therapy
4418;dipivefrine;S01EA02;S01EA02;S01EA;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Sympathomimetics in glaucoma therapy
279;epinephrine;S01EA01;C01CA24;S01EA;S01E;S01;S;Sensory;Ophtalmologicals;Antiglaucoma;Sympathomimetics in glaucoma therapy
1295;fluorometholone;S01CB05;C05AA06;S01CB;S01C;S01;S;Sensory;Ophtalmologicals;Antiinflammatory agents and antiinfectives in combination;Corticosteroids/antiinfectives/mydriatics in combination
579;betamethasone;S01CB04;H02AB01;S01CB;S01C;S01;S;Sensory;Ophtalmologicals;Antiinflammatory agents and antiinfectives in combination;Corticosteroids/antiinfectives/mydriatics in combination
192;hydrocortisone;S01CB03;H02AB09;S01CB;S01C;S01;S;Sensory;Ophtalmologicals;Antiinflammatory agents and antiinfectives in combination;Corticosteroids/antiinfectives/mydriatics in combination
38;prednisolone;S01CB02;H02AB06;S01CB;S01C;S01;S;Sensory;Ophtalmologicals;Antiinflammatory agents and antiinfectives in combination;Corticosteroids/antiinfectives/mydriatics in combination
